px,py,pz,qx,qy,qz,qw
0.327188,0.082827,0.496836,0.02437556,-0.02409937,-0.02754875,0.99903259
0.327992,0.082849,0.495549,0.02312045,-0.02296454,-0.02738201,0.99909374
0.328795,0.082871,0.494263,0.02186531,-0.02182970,-0.02721520,0.99915199
0.329599,0.082893,0.492976,0.02061006,-0.02069474,-0.02704831,0.99920736
0.328187,0.080277,0.496085,0.02000548,-0.01811364,-0.02499939,0.99932312
0.326777,0.077661,0.499194,0.01940070,-0.01553247,-0.02295029,0.99942766
0.325365,0.075045,0.502303,0.01879564,-0.01295081,-0.02090069,0.99952097
0.325893,0.075491,0.501925,0.01919742,-0.01420440,-0.02192980,0.99947425
0.326422,0.075938,0.501547,0.01959918,-0.01545804,-0.02295893,0.99942474
0.326950,0.076385,0.501169,0.02000090,-0.01671167,-0.02398802,0.99937243
0.324687,0.075007,0.502678,0.02167196,-0.01749411,-0.02392084,0.99932581
0.322425,0.073630,0.504188,0.02334295,-0.01827649,-0.02385358,0.99927578
0.320162,0.072252,0.505698,0.02501437,-0.01905904,-0.02378621,0.99922232
0.322290,0.074217,0.503561,0.02483228,-0.01724649,-0.02245885,0.99929051
0.324419,0.076181,0.501422,0.02465002,-0.01543343,-0.02113107,0.99935362
0.326548,0.078146,0.499284,0.02446763,-0.01362018,-0.01980309,0.99941166
0.327969,0.079387,0.498605,0.02638540,-0.01656276,-0.01971188,0.99932023
0.329390,0.080628,0.497927,0.02830295,-0.01950528,-0.01962042,0.99921646
0.330812,0.081868,0.497248,0.03022006,-0.02244743,-0.01952872,0.99910034
0.329438,0.080231,0.498717,0.02946344,-0.02268540,-0.02188001,0.99906884
0.328065,0.078594,0.500185,0.02870683,-0.02292317,-0.02423055,0.99903119
0.326691,0.076957,0.501653,0.02794991,-0.02316083,-0.02658135,0.99898739
0.327467,0.078475,0.499955,0.02461676,-0.02304851,-0.02947292,0.99899656
0.328243,0.079992,0.498256,0.02128324,-0.02293574,-0.03236380,0.99898627
0.329019,0.081510,0.496557,0.01794910,-0.02282252,-0.03525425,0.99895651
0.329426,0.082168,0.495550,0.01643669,-0.02205859,-0.03527162,0.99899908
0.329833,0.082826,0.494543,0.01492420,-0.02129459,-0.03528888,0.99903879
0.330241,0.083485,0.493535,0.01341167,-0.02053053,-0.03530604,0.99907563
0.327051,0.078948,0.497476,0.01422782,-0.01873218,-0.03331778,0.99916795
0.323863,0.074412,0.501415,0.01504379,-0.01693382,-0.03132942,0.99925242
0.320674,0.069876,0.505356,0.01585973,-0.01513513,-0.02934058,0.99932904
0.322865,0.072522,0.502914,0.01776941,-0.01443810,-0.02775051,0.99935264
0.325054,0.075165,0.500475,0.01967733,-0.01374157,-0.02616161,0.99936957
0.327244,0.077810,0.498034,0.02158624,-0.01304454,-0.02457161,0.99937986
0.328273,0.079227,0.497019,0.02190376,-0.01276244,-0.02447864,0.99937888
0.329302,0.080645,0.496003,0.02222131,-0.01248032,-0.02438565,0.99937770
0.330331,0.082062,0.494987,0.02253885,-0.01219819,-0.02429266,0.99937634
0.330193,0.081434,0.494882,0.02298735,-0.01178369,-0.02456871,0.99936435
0.330054,0.080807,0.494777,0.02343582,-0.01136922,-0.02484474,0.99935191
0.329916,0.080179,0.494672,0.02388429,-0.01095472,-0.02512077,0.99933902
0.328225,0.078716,0.496212,0.02353970,-0.01075699,-0.02570596,0.99933447
0.326534,0.077253,0.497752,0.02319498,-0.01055919,-0.02629135,0.99932941
0.324844,0.075791,0.499291,0.02285049,-0.01036151,-0.02687632,0.99932385
0.324094,0.075388,0.500366,0.02174234,-0.00917413,-0.02712937,0.99935334
0.323345,0.074986,0.501442,0.02063416,-0.00798674,-0.02738234,0.99938013
0.322595,0.074583,0.502517,0.01952585,-0.00679925,-0.02763526,0.99940422
0.324160,0.074639,0.502170,0.01940160,-0.00678145,-0.02697018,0.99942493
0.325725,0.074696,0.501823,0.01927735,-0.00676365,-0.02630509,0.99944519
0.327290,0.074752,0.501476,0.01915308,-0.00674584,-0.02563996,0.99946498
0.326901,0.074058,0.502929,0.01864094,-0.00840086,-0.02475968,0.99948432
0.326511,0.073364,0.504382,0.01812875,-0.01005579,-0.02387934,0.99949988
0.326121,0.072670,0.505835,0.01761648,-0.01171071,-0.02299890,0.99951167
0.326676,0.072458,0.506588,0.01299587,-0.01098426,-0.02267221,0.99959813
0.327231,0.072247,0.507341,0.00837536,-0.01025763,-0.02234504,0.99966261
0.327785,0.072035,0.508094,0.00375424,-0.00953070,-0.02201735,0.99970511
0.328212,0.072486,0.507683,0.00174675,-0.00483587,-0.01656308,0.99984960
0.328638,0.072937,0.507271,-0.00026086,-0.00014073,-0.01110783,0.99993826
0.329064,0.073387,0.506860,-0.00226860,0.00455477,-0.00565156,0.99997108
0.330173,0.077245,0.503492,-0.00217486,0.00404617,-0.00470723,0.99997837
0.331281,0.081103,0.500124,-0.00208109,0.00353742,-0.00376262,0.99998450
0.332390,0.084959,0.496758,-0.00198737,0.00302897,-0.00281857,0.99998947
0.332746,0.084669,0.497510,-0.00094952,0.00227966,-0.00198689,0.99999498
0.333101,0.084380,0.498261,0.00008794,0.00153063,-0.00115550,0.99999816
0.333457,0.084090,0.499013,0.00112557,0.00078147,-0.00032399,0.99999901
0.333183,0.083790,0.499226,0.00076083,0.00177545,0.00138846,0.99999717
0.332908,0.083490,0.499438,0.00039610,0.00276941,0.00310088,0.99999128
0.332634,0.083190,0.499650,0.00003135,0.00376338,0.00481333,0.99998133
0.332836,0.083176,0.499113,-0.00069141,0.00451728,0.00520608,0.99997601
0.333038,0.083162,0.498576,-0.00141414,0.00527115,0.00559881,0.99996943
0.333240,0.083149,0.498038,-0.00213691,0.00602505,0.00599155,0.99996162
0.334218,0.085029,0.495923,-0.00292248,0.00481998,0.00491850,0.99997202
0.335195,0.086910,0.493807,-0.00370804,0.00361489,0.00384545,0.99997920
0.336172,0.088791,0.491692,-0.00449361,0.00240977,0.00277236,0.99998316
0.335725,0.086893,0.493442,-0.00365467,0.00142494,0.00244262,0.99998932
0.335278,0.084995,0.495193,-0.00281575,0.00044015,0.00211290,0.99999371
0.334831,0.083097,0.496944,-0.00197680,-0.00054469,0.00178315,0.99999631
0.334497,0.082000,0.498353,0.00019507,-0.00201380,0.00129709,0.99999711
0.334164,0.080902,0.499763,0.00236694,-0.00348290,0.00081101,0.99999080
0.333830,0.079805,0.501173,0.00453875,-0.00495193,0.00032494,0.99997739
0.333947,0.077969,0.502245,0.00339905,-0.00385073,-0.00043913,0.99998671
0.334063,0.076134,0.503317,0.00225942,-0.00274961,-0.00120314,0.99999294
0.334179,0.074298,0.504389,0.00111967,-0.00164836,-0.00196722,0.99999608
0.334143,0.075876,0.502673,-0.00050430,-0.00178061,-0.00377275,0.99999117
0.334107,0.077453,0.500957,-0.00212826,-0.00191283,-0.00557823,0.99998035
0.334072,0.079031,0.499242,-0.00375232,-0.00204506,-0.00738382,0.99996361
0.333184,0.078147,0.500310,-0.00403214,-0.00284469,-0.00885370,0.99994863
0.332297,0.077263,0.501378,-0.00431194,-0.00364429,-0.01032352,0.99993077
0.331410,0.076379,0.502447,-0.00459174,-0.00444393,-0.01179341,0.99991004
0.332367,0.077523,0.501904,-0.00395480,-0.00563861,-0.01369955,0.99988244
0.333324,0.078668,0.501361,-0.00331766,-0.00683357,-0.01560613,0.99984936
0.334281,0.079812,0.500819,-0.00268083,-0.00802790,-0.01751166,0.99981084
0.334395,0.081438,0.499343,-0.00284003,-0.00952030,-0.01926597,0.99976503
0.334510,0.083063,0.497868,-0.00299919,-0.01101229,-0.02101977,0.99971391
0.334624,0.084689,0.496393,-0.00315835,-0.01250444,-0.02277369,0.99965745
0.333876,0.083689,0.497476,-0.00188820,-0.01422940,-0.02294465,0.99963368
0.333128,0.082689,0.498560,-0.00061797,-0.01595440,-0.02311551,0.99960530
0.332379,0.081690,0.499643,0.00065223,-0.01767928,-0.02328626,0.99957229
0.331568,0.080104,0.501265,0.00522277,-0.01821399,-0.02101580,0.99959957
0.330758,0.078519,0.502886,0.00978924,-0.01874775,-0.01874674,0.99960055
0.329947,0.076934,0.504508,0.01435744,-0.01928126,-0.01647620,0.99957523
0.330781,0.077844,0.503205,0.01375745,-0.01908499,-0.01667374,0.99958415
0.331614,0.078754,0.501902,0.01315748,-0.01888872,-0.01687127,0.99959265
0.332448,0.079664,0.500599,0.01255737,-0.01869240,-0.01706884,0.99960070
0.333765,0.081874,0.498097,0.00854760,-0.01623829,-0.01822653,0.99966547
0.335083,0.084084,0.495595,0.00453715,-0.01378350,-0.01938394,0.99970680
0.336401,0.086294,0.493092,0.00052518,-0.01132752,-0.02054129,0.99972470
0.333127,0.082065,0.497322,0.00328241,-0.00967429,-0.01793337,0.99978699
0.329852,0.077834,0.501555,0.00604057,-0.00802031,-0.01532422,0.99983216
0.326577,0.073603,0.505787,0.00879855,-0.00636622,-0.01271486,0.99986018
0.327650,0.074430,0.505112,0.00890014,-0.00827927,-0.01339715,0.99983637
0.328722,0.075256,0.504437,0.00900169,-0.01019223,-0.01407937,0.99980841
0.329795,0.076082,0.503762,0.00910320,-0.01210521,-0.01476155,0.99977632
0.330143,0.076134,0.503709,0.00868591,-0.01331499,-0.01597636,0.99974598
0.330491,0.076185,0.503657,0.00826859,-0.01452473,-0.01719113,0.99971252
0.330840,0.076236,0.503604,0.00785124,-0.01573443,-0.01840585,0.99967595
0.331320,0.077876,0.502094,0.00686004,-0.01573568,-0.01835121,0.99968423
0.331801,0.079515,0.500583,0.00586886,-0.01573690,-0.01829655,0.99969152
0.332282,0.081155,0.499072,0.00487755,-0.01573812,-0.01824186,0.99969783
0.331537,0.081148,0.500149,0.00535676,-0.01685362,-0.01826695,0.99967674
0.330791,0.081141,0.501227,0.00583620,-0.01796962,-0.01829203,0.99965416
0.330046,0.081134,0.502303,0.00631524,-0.01908470,-0.01831706,0.99963012
0.330466,0.080521,0.502870,0.00800177,-0.01830499,-0.01658403,0.99966288
0.330885,0.079908,0.503437,0.00968828,-0.01752514,-0.01485085,0.99968918
0.331304,0.079295,0.504004,0.01137478,-0.01674515,-0.01311752,0.99970903
0.331557,0.079816,0.503343,0.01135406,-0.01483939,-0.01151526,0.99975911
0.331810,0.080337,0.502683,0.01133328,-0.01293358,-0.00991297,0.99980299
0.332062,0.080857,0.502022,0.01131242,-0.01102761,-0.00831054,0.99984067
0.331982,0.080831,0.502585,0.01051776,-0.01104548,-0.00801295,0.99985157
0.331903,0.080805,0.503147,0.00972308,-0.01106334,-0.00771535,0.99986176
0.331823,0.080779,0.503710,0.00892839,-0.01108119,-0.00741774,0.99987123
0.332113,0.080399,0.504627,0.00863384,-0.01092851,-0.00743122,0.99987539
0.332404,0.080019,0.505544,0.00833931,-0.01077585,-0.00744471,0.99987945
0.332695,0.079639,0.506460,0.00804472,-0.01062315,-0.00745819,0.99988340
0.332206,0.079322,0.506458,0.00939239,-0.01172138,-0.00782230,0.99985659
0.331718,0.079005,0.506455,0.01074024,-0.01281974,-0.00818644,0.99982663
0.331229,0.078688,0.506453,0.01208808,-0.01391808,-0.00855056,0.99979351
0.330647,0.078168,0.506439,0.01161690,-0.01258733,-0.00844470,0.99981763
0.330064,0.077648,0.506425,0.01114568,-0.01125652,-0.00833883,0.99983975
0.329481,0.077128,0.506410,0.01067442,-0.00992563,-0.00823294,0.99985987
0.329000,0.076571,0.507065,0.01032340,-0.01057081,-0.00940934,0.99984656
0.328519,0.076013,0.507719,0.00997235,-0.01121598,-0.01058575,0.99983133
0.328037,0.075455,0.508373,0.00962116,-0.01186134,-0.01176254,0.99981417
0.328122,0.075472,0.508256,0.01021202,-0.01261084,-0.01260369,0.99978889
0.328208,0.075489,0.508138,0.01080306,-0.01336059,-0.01344511,0.99976198
0.328293,0.075507,0.508020,0.01139410,-0.01411033,-0.01428653,0.99973345
0.328658,0.076612,0.506829,0.01001665,-0.01226422,-0.01281314,0.99979252
0.329024,0.077717,0.505639,0.00864027,-0.01041955,-0.01134086,0.99984407
0.329389,0.078822,0.504448,0.00726318,-0.00857396,-0.00986782,0.99988817
0.329157,0.079457,0.504941,0.00577465,-0.00673341,-0.00812899,0.99992761
0.328924,0.080092,0.505434,0.00428626,-0.00489304,-0.00639031,0.99995842
0.328692,0.080727,0.505927,0.00279774,-0.00305252,-0.00465147,0.99998061
0.329004,0.081661,0.505881,0.00101802,-0.00263480,-0.00520265,0.99998248
0.329317,0.082595,0.505835,-0.00076167,-0.00221708,-0.00575379,0.99998070
0.329629,0.083529,0.505790,-0.00254137,-0.00179936,-0.00630492,0.99997528
0.329698,0.082707,0.506491,-0.00235667,-0.00268501,-0.00830096,0.99995916
0.329767,0.081886,0.507192,-0.00217192,-0.00357081,-0.01029732,0.99993825
0.329836,0.081065,0.507894,-0.00198723,-0.00445626,-0.01229289,0.99991253
0.329524,0.080374,0.507527,-0.00142672,-0.00644084,-0.01341302,0.99988828
0.329212,0.079683,0.507160,-0.00086623,-0.00842532,-0.01453303,0.99985852
0.328899,0.078992,0.506793,-0.00030571,-0.01040980,-0.01565299,0.99982325
0.328153,0.078337,0.507109,0.00158263,-0.01052777,-0.01595068,0.99981610
0.327406,0.077682,0.507424,0.00347066,-0.01064567,-0.01624825,0.99980529
0.326659,0.077027,0.507740,0.00535942,-0.01076359,-0.01654589,0.99979081
0.326469,0.076667,0.509092,0.00381592,-0.00943318,-0.01735571,0.99979760
0.326278,0.076306,0.510445,0.00227199,-0.00810236,-0.01816567,0.99979958
0.326088,0.075946,0.511797,0.00072799,-0.00677145,-0.01897558,0.99979675
0.326409,0.076851,0.510350,-0.00004414,-0.00620338,-0.01890572,0.99980203
0.326729,0.077756,0.508902,-0.00081627,-0.00563531,-0.01883585,0.99980638
0.327050,0.078661,0.507455,-0.00158836,-0.00506726,-0.01876596,0.99980980
0.327048,0.077828,0.507636,-0.00181044,-0.00574538,-0.01831274,0.99981416
0.327047,0.076995,0.507818,-0.00203249,-0.00642342,-0.01785955,0.99981781
0.327045,0.076161,0.507999,-0.00225456,-0.00710149,-0.01740633,0.99982074
0.327511,0.075988,0.508546,-0.00287018,-0.00640922,-0.01599219,0.99984746
0.327978,0.075814,0.509093,-0.00348580,-0.00571693,-0.01457800,0.99987132
0.328444,0.075640,0.509639,-0.00410140,-0.00502463,-0.01316378,0.99989232
0.328815,0.075837,0.509724,-0.00315063,-0.00453682,-0.01086852,0.99992568
0.329185,0.076034,0.509808,-0.00220103,-0.00404959,-0.00857607,0.99995260
0.329555,0.076232,0.509892,-0.00125076,-0.00356200,-0.00628198,0.99997314
0.330194,0.076615,0.509900,0.00045098,-0.00395505,-0.00405103,0.99998387
0.330832,0.076998,0.509907,0.00215270,-0.00434806,-0.00182007,0.99998657
0.331471,0.077381,0.509915,0.00385450,-0.00474107,0.00041105,0.99998125
0.331288,0.076993,0.509959,0.00445538,-0.00481027,0.00155548,0.99997730
0.331105,0.076604,0.510004,0.00505622,-0.00487945,0.00269983,0.99997167
0.330922,0.076216,0.510049,0.00565718,-0.00494864,0.00384443,0.99996436
0.330609,0.075486,0.509630,0.00473199,-0.00408292,0.00402559,0.99997237
0.330297,0.074757,0.509211,0.00380770,-0.00321807,0.00420657,0.99997872
0.329985,0.074028,0.508793,0.00288290,-0.00235272,0.00438764,0.99998345
0.330032,0.073610,0.509192,0.00368714,-0.00268598,0.00515426,0.99997631
0.330078,0.073192,0.509591,0.00449140,-0.00301925,0.00592091,0.99996783
0.330124,0.072775,0.509989,0.00529554,-0.00335247,0.00668743,0.99995800
0.329800,0.072897,0.509904,0.00569167,-0.00361046,0.00520220,0.99996375
0.329476,0.073019,0.509820,0.00608764,-0.00386834,0.00371751,0.99996708
0.329152,0.073141,0.509735,0.00648363,-0.00412623,0.00223266,0.99996798
0.329328,0.074543,0.508317,0.00534967,-0.00099161,-0.00004765,0.99998520
0.329505,0.075945,0.506900,0.00421561,0.00214307,-0.00232800,0.99998611
0.329681,0.077347,0.505483,0.00308148,0.00527775,-0.00460834,0.99997071
0.328718,0.077787,0.506484,0.00256568,0.00353269,-0.00697091,0.99996617
0.327755,0.078227,0.507486,0.00204987,0.00178763,-0.00933338,0.99995274
0.326792,0.078666,0.508487,0.00153407,0.00004265,-0.01169563,0.99993043
0.326190,0.079207,0.509491,0.00008298,-0.00320614,-0.01340739,0.99990497
0.325588,0.079747,0.510494,-0.00136807,-0.00645478,-0.01511888,0.99986393
0.324985,0.080287,0.511497,-0.00281915,-0.00970342,-0.01683019,0.99980730
0.324879,0.080318,0.510975,-0.00289006,-0.01051209,-0.01736287,0.99978982
0.324773,0.080349,0.510452,-0.00296096,-0.01132064,-0.01789546,0.99977139
0.324666,0.080379,0.509929,-0.00303187,-0.01212926,-0.01842809,0.99975202
0.324956,0.080755,0.509661,-0.00362028,-0.01054169,-0.01716593,0.99979053
0.325245,0.081131,0.509393,-0.00420866,-0.00895413,-0.01590374,0.99982458
0.325535,0.081507,0.509126,-0.00479700,-0.00736658,-0.01464152,0.99985416
0.326283,0.082178,0.508901,-0.00535969,-0.00592251,-0.01158037,0.99990104
0.327030,0.082849,0.508677,-0.00592225,-0.00447855,-0.00851945,0.99993614
0.327778,0.083520,0.508453,-0.00648478,-0.00303444,-0.00545824,0.99995947
0.328483,0.083732,0.508002,-0.00575284,-0.00120261,-0.00356717,0.99997637
0.329188,0.083944,0.507551,-0.00502084,0.00062927,-0.00167604,0.99998579
0.329893,0.084156,0.507101,-0.00428882,0.00246111,0.00021507,0.99998775
0.330016,0.084372,0.506329,-0.00407387,0.00438864,0.00106151,0.99998151
0.330139,0.084589,0.505558,-0.00385908,0.00631452,0.00190722,0.99997080
0.330261,0.084805,0.504786,-0.00364418,0.00824120,0.00275329,0.99995561
0.330214,0.084986,0.504931,-0.00340399,0.00814010,0.00306927,0.99995636
0.330166,0.085167,0.505076,-0.00316376,0.00803898,0.00338531,0.99995695
0.330119,0.085348,0.505221,-0.00292359,0.00793789,0.00370126,0.99995737
0.329542,0.085109,0.505626,-0.00260397,0.00650530,0.00318717,0.99997037
0.328966,0.084871,0.506031,-0.00228437,0.00507281,0.00267312,0.99998095
0.328389,0.084632,0.506437,-0.00196473,0.00364018,0.00215902,0.99998911
0.328357,0.084451,0.506465,-0.00231121,0.00298520,0.00160417,0.99999159
0.328325,0.084269,0.506493,-0.00265766,0.00233029,0.00104938,0.99999320
0.328292,0.084087,0.506521,-0.00300413,0.00167532,0.00049454,0.99999396
0.329304,0.084015,0.506083,-0.00304762,0.00235212,0.00099558,0.99999209
0.330315,0.083944,0.505645,-0.00309110,0.00302884,0.00149656,0.99998952
0.331326,0.083872,0.505207,-0.00313459,0.00370562,0.00199758,0.99998623
0.331414,0.083993,0.504997,-0.00327586,0.00516950,0.00325299,0.99997598
0.331501,0.084115,0.504788,-0.00341711,0.00663333,0.00450837,0.99996200
0.331589,0.084237,0.504578,-0.00355836,0.00809718,0.00576376,0.99994427
0.331788,0.084516,0.503526,-0.00382830,0.00976539,0.00764361,0.99991577
0.331987,0.084794,0.502473,-0.00409823,0.01143358,0.00952345,0.99988088
0.332186,0.085072,0.501421,-0.00436817,0.01310199,0.01140357,0.99983959
0.332131,0.085896,0.500299,-0.00350747,0.01492172,0.01348072,0.99979163
0.332077,0.086720,0.499177,-0.00264661,0.01674160,0.01555808,0.99973530
0.332022,0.087543,0.498055,-0.00178571,0.01856137,0.01763532,0.99967059
0.331767,0.088263,0.497216,-0.00031912,0.02084833,0.01873831,0.99960698
0.331512,0.088983,0.496377,0.00114742,0.02313502,0.01984108,0.99953478
0.331257,0.089702,0.495538,0.00261394,0.02542147,0.02094367,0.99945399
0.330897,0.089283,0.495859,0.00224947,0.02585567,0.01924332,0.99947792
0.330536,0.088865,0.496179,0.00188525,0.02628948,0.01754406,0.99949863
0.330175,0.088446,0.496500,0.00152090,0.02672336,0.01584419,0.99951614
0.330086,0.087401,0.498021,0.00048892,0.02371394,0.01318632,0.99963170
0.329996,0.086356,0.499542,-0.00054307,0.02070412,0.01052822,0.99973006
0.329906,0.085310,0.501063,-0.00157505,0.01769396,0.00786997,0.99981124
0.329825,0.085417,0.502203,-0.00177518,0.01478993,0.00668567,0.99986670
0.329744,0.085524,0.503343,-0.00197539,0.01188433,0.00550073,0.99991230
0.329663,0.085631,0.504482,-0.00217539,0.00898146,0.00431689,0.99994798
0.329681,0.085892,0.503950,-0.00202942,0.00952248,0.00489827,0.99994060
0.329698,0.086152,0.503419,-0.00188345,0.01006347,0.00547962,0.99993257
0.329716,0.086412,0.502887,-0.00173748,0.01060449,0.00606100,0.99992389
0.329659,0.086483,0.502746,-0.00156816,0.01175817,0.00658044,0.99990799
0.329603,0.086553,0.502605,-0.00139884,0.01291184,0.00709988,0.99989045
0.329547,0.086624,0.502464,-0.00122951,0.01406556,0.00761933,0.99987129
0.329563,0.086841,0.501718,-0.00013561,0.01549146,0.00847214,0.99984410
0.329578,0.087058,0.500973,0.00095771,0.01691654,0.00932445,0.99981297
0.329594,0.087275,0.500227,0.00205137,0.01834199,0.01017699,0.99977787
0.329942,0.087410,0.500544,0.00212761,0.01787662,0.01062028,0.99978153
0.330290,0.087546,0.500861,0.00220385,0.01741126,0.01106354,0.99978477
0.330638,0.087681,0.501178,0.00228013,0.01694563,0.01150705,0.99978759
0.330363,0.087505,0.501335,0.00133102,0.01707146,0.01163469,0.99978569
0.330088,0.087328,0.501492,0.00038145,0.01719733,0.01176239,0.99978285
0.329813,0.087152,0.501649,-0.00056813,0.01732319,0.01189008,0.99977908
0.329746,0.087592,0.501038,-0.00013931,0.01858339,0.01251503,0.99974897
0.329680,0.088033,0.500427,0.00028947,0.01984344,0.01313990,0.99971671
0.329613,0.088474,0.499816,0.00071828,0.02110355,0.01376479,0.99968228
0.329333,0.088810,0.499088,0.00083551,0.02263190,0.01377177,0.99964866
0.329052,0.089146,0.498360,0.00095273,0.02416019,0.01377872,0.99961269
0.328772,0.089482,0.497631,0.00106994,0.02568841,0.01378564,0.99957437
0.328834,0.089062,0.498073,0.00033111,0.02509865,0.01269722,0.99960429
0.328896,0.088642,0.498514,-0.00040769,0.02450887,0.01160880,0.99963212
0.328958,0.088222,0.498955,-0.00114650,0.02391903,0.01052035,0.99965789
0.329024,0.088024,0.499220,-0.00088939,0.02318963,0.01022988,0.99967835
0.329089,0.087825,0.499484,-0.00063243,0.02246061,0.00993956,0.99969812
0.329155,0.087627,0.499748,-0.00037535,0.02173125,0.00964911,0.99971721
0.329054,0.088108,0.499045,0.00019522,0.02246390,0.01058904,0.99969156
0.328954,0.088589,0.498342,0.00076590,0.02319665,0.01152913,0.99966415
0.328853,0.089071,0.497639,0.00133657,0.02392934,0.01246919,0.99963499
0.329215,0.089129,0.497673,0.00177033,0.02406547,0.01362049,0.99961603
0.329577,0.089188,0.497707,0.00220408,0.02420156,0.01477175,0.99959553
0.329939,0.089246,0.497741,0.00263786,0.02433763,0.01592307,0.99957350
0.329926,0.087966,0.498103,0.00282419,0.02423074,0.01803452,0.99953972
0.329914,0.086685,0.498466,0.00301052,0.02412375,0.02014590,0.99950144
0.329902,0.085404,0.498828,0.00319681,0.02401665,0.02225698,0.99945866
0.328940,0.082734,0.500222,0.00060167,0.02513002,0.02486165,0.99937481
0.327977,0.080063,0.501615,-0.00199329,0.02624294,0.02746577,0.99927622
0.327015,0.077393,0.503008,-0.00458824,0.02735548,0.03006949,0.99916288
0.324871,0.074724,0.506172,-0.00772171,0.03037023,0.03179192,0.99900315
0.322726,0.072055,0.509336,-0.01085447,0.03338379,0.03351335,0.99882158
0.320582,0.069386,0.512500,-0.01398732,0.03639694,0.03523422,0.99861813
0.316821,0.067475,0.517506,-0.01496151,0.04111299,0.03707988,0.99835412
0.313059,0.065564,0.522513,-0.01593533,0.04582806,0.03892458,0.99806349
0.309298,0.063653,0.527521,-0.01690874,0.05054201,0.04076829,0.99774623
0.305037,0.061938,0.533646,-0.01507156,0.05541886,0.04314486,0.99741672
0.300776,0.060223,0.539770,-0.01323408,0.06029334,0.04551973,0.99705442
0.296515,0.058508,0.545895,-0.01139606,0.06516614,0.04789326,0.99665929
0.292570,0.055820,0.554803,-0.01020624,0.06833851,0.04868209,0.99642146
0.288625,0.053131,0.563711,-0.00901630,0.07151003,0.04947032,0.99617153
0.284681,0.050443,0.572620,-0.00782621,0.07468077,0.05025797,0.99590947
0.279710,0.047689,0.584642,-0.00828193,0.07714964,0.05113429,0.99567295
0.274738,0.044934,0.596664,-0.00873757,0.07961792,0.05201023,0.99542934
0.269767,0.042180,0.608687,-0.00919318,0.08208575,0.05288584,0.99517863
0.264725,0.039448,0.623033,-0.01055894,0.08516019,0.05404605,0.99484435
0.259688,0.036720,0.637361,-0.01192288,0.08822977,0.05520416,0.99449779
0.254649,0.033990,0.651699,-0.01328750,0.09130009,0.05636226,0.99413834
0.250257,0.031031,0.667009,-0.01313377,0.09485532,0.05727761,0.99375512
0.245865,0.028073,0.682317,-0.01297987,0.09840902,0.05819212,0.99335838
0.241474,0.025114,0.697626,-0.01282579,0.10196138,0.05910583,0.99294807
0.237398,0.022189,0.713177,-0.00989906,0.10583086,0.05996379,0.99252515
0.233321,0.019265,0.728727,-0.00697214,0.10969769,0.06082027,0.99207797
